"","X.1","X","qElim1","qExtinct1","qElimWithDogs1","qNoElimWithDogs1"
"37104",37104,"result.16479",5,0,5,0
"37105",37105,"result.16480",5,0,5,0
"37106",37106,"result.16481",5,0,5,0
"37107",37107,"result.16482",5,0,5,0
"37108",37108,"result.16483",5,0,5,0
"37109",37109,"result.16484",5,0,5,0
"37110",37110,"result.16485",5,0,5,0
"37111",37111,"result.16486",5,0,5,0
"37112",37112,"result.16487",5,0,5,0
"37113",37113,"result.16488",5,0,5,0
"37114",37114,"result.16489",5,0,5,0
"37115",37115,"result.16490",5,0,5,0
"37116",37116,"result.16491",5,0,5,0
"37117",37117,"result.16492",5,0,5,0
"37118",37118,"result.16493",5,0,5,0
"37119",37119,"result.16494",5,0,5,0
"37120",37120,"result.16495",5,0,5,0
"37121",37121,"result.16496",5,0,5,0
"37122",37122,"result.16497",5,0,5,0
"37123",37123,"result.16498",5,0,5,0
"37124",37124,"result.16499",5,0,5,0
"37125",37125,"result.16500",5,0,5,0
"37126",37126,"result.16501",5,0,5,0
"37127",37127,"result.16502",5,0,5,0
"37128",37128,"result.16503",5,0,5,0
"37129",37129,"result.16504",5,0,5,0
"37130",37130,"result.16505",5,0,5,0
"37131",37131,"result.16506",5,0,5,0
"37132",37132,"result.16507",5,0,5,0
"37133",37133,"result.16508",3,0,3,2
"37134",37134,"result.16509",5,0,5,0
"37135",37135,"result.16510",5,0,5,0
"37136",37136,"result.16511",1,0,1,4
"37137",37137,"result.16512",2,0,2,3
"37138",37138,"result.16513",1,0,1,4
"37139",37139,"result.16514",1,0,1,4
"37140",37140,"result.16515",3,0,3,2
"37141",37141,"result.16516",2,0,2,3
"37142",37142,"result.16517",1,0,1,4
"37143",37143,"result.16518",3,0,3,2
"37144",37144,"result.16519",2,0,2,3
"37145",37145,"result.16520",0,0,0,5
"37146",37146,"result.16521",4,0,4,1
"37147",37147,"result.16522",3,0,3,2
"37148",37148,"result.16523",3,0,3,2
"37149",37149,"result.16524",3,0,3,2
"37150",37150,"result.16525",4,0,4,1
"37151",37151,"result.16526",5,0,5,0
"37152",37152,"result.16527",5,0,5,0
"37153",37153,"result.16528",5,0,5,0
"37154",37154,"result.16529",5,0,5,0
"37155",37155,"result.16530",5,0,5,0
"37156",37156,"result.16531",5,0,5,0
"37157",37157,"result.16532",4,0,4,1
"37158",37158,"result.16533",4,0,4,1
"37159",37159,"result.16534",4,0,4,1
"37160",37160,"result.16535",4,0,4,1
"37161",37161,"result.16536",2,0,2,3
"37162",37162,"result.16537",1,0,1,4
"37163",37163,"result.16538",1,0,1,4
"37164",37164,"result.16539",1,0,1,4
"37165",37165,"result.16540",0,0,0,5
"37166",37166,"result.16541",3,0,3,2
"37167",37167,"result.16542",0,0,0,5
"37168",37168,"result.16543",2,0,2,3
"37169",37169,"result.16544",1,0,1,4
"37170",37170,"result.16545",2,0,2,3
"37171",37171,"result.16546",3,0,3,2
"37172",37172,"result.16547",2,0,2,3
"37173",37173,"result.16548",0,0,0,5
"37174",37174,"result.16549",3,0,3,2
"37175",37175,"result.16550",3,0,3,2
"37176",37176,"result.16551",5,0,5,0
"37177",37177,"result.16552",5,0,5,0
"37178",37178,"result.16553",5,0,5,0
"37179",37179,"result.16554",5,0,5,0
"37180",37180,"result.16555",5,0,5,0
"37181",37181,"result.16556",3,0,3,2
"37182",37182,"result.16557",4,0,4,1
"37183",37183,"result.16558",4,0,4,1
"37184",37184,"result.16559",5,0,5,0
"37185",37185,"result.16560",2,0,2,3
"37186",37186,"result.16561",2,0,2,3
"37187",37187,"result.16562",1,0,1,4
"37188",37188,"result.16563",1,0,1,4
"37189",37189,"result.16564",0,0,0,5
"37190",37190,"result.16565",1,0,1,4
"37191",37191,"result.16566",0,0,0,5
"37192",37192,"result.16567",1,0,1,4
"37193",37193,"result.16568",1,0,1,4
"37194",37194,"result.16569",0,0,0,5
"37195",37195,"result.16570",2,0,2,3
"37196",37196,"result.16571",3,0,3,2
"37197",37197,"result.16572",2,0,2,3
"37198",37198,"result.16573",1,0,1,4
"37199",37199,"result.16574",3,0,3,2
"37200",37200,"result.16575",2,0,2,3
"37201",37201,"result.16576",5,0,5,0
"37202",37202,"result.16577",5,0,5,0
"37203",37203,"result.16578",5,0,5,0
"37204",37204,"result.16579",5,0,5,0
"37205",37205,"result.16580",5,0,5,0
"37206",37206,"result.16581",3,0,3,2
"37207",37207,"result.16582",2,0,2,3
"37208",37208,"result.16583",5,0,5,0
"37209",37209,"result.16584",4,0,4,1
"37210",37210,"result.16585",4,0,4,1
"37211",37211,"result.16586",2,0,2,3
"37212",37212,"result.16587",3,0,3,2
"37213",37213,"result.16588",1,0,1,4
"37214",37214,"result.16589",1,0,1,4
"37215",37215,"result.16590",1,0,1,4
"37216",37216,"result.16591",1,0,1,4
"37217",37217,"result.16592",1,0,1,4
"37218",37218,"result.16593",1,0,1,4
"37219",37219,"result.16594",1,0,1,4
"37220",37220,"result.16595",1,0,1,4
"37221",37221,"result.16596",2,0,2,3
"37222",37222,"result.16597",4,0,4,1
"37223",37223,"result.16598",2,0,2,3
"37224",37224,"result.16599",0,0,0,5
"37225",37225,"result.16600",2,0,2,3
"37226",37226,"result.16601",5,0,5,0
"37227",37227,"result.16602",5,0,5,0
"37228",37228,"result.16603",4,0,4,1
"37229",37229,"result.16604",4,0,4,1
"37230",37230,"result.16605",5,0,5,0
"37231",37231,"result.16606",4,0,4,1
"37232",37232,"result.16607",5,0,5,0
"37233",37233,"result.16608",3,0,3,2
"37234",37234,"result.16609",4,0,4,1
"37235",37235,"result.16610",4,0,4,1
"37236",37236,"result.16611",3,0,3,2
"37237",37237,"result.16612",4,0,4,1
"37238",37238,"result.16613",2,0,2,3
"37239",37239,"result.16614",2,0,2,3
"37240",37240,"result.16615",0,0,0,5
"37241",37241,"result.16616",1,0,1,4
"37242",37242,"result.16617",1,0,1,4
"37243",37243,"result.16618",1,0,1,4
"37244",37244,"result.16619",1,0,1,4
"37245",37245,"result.16620",0,0,0,5
"37246",37246,"result.16621",3,0,3,2
"37247",37247,"result.16622",2,0,2,3
"37248",37248,"result.16623",2,0,2,3
"37249",37249,"result.16624",1,0,1,4
"37250",37250,"result.16625",2,0,2,3
"37251",37251,"result.16626",5,0,5,0
"37252",37252,"result.16627",5,0,5,0
"37253",37253,"result.16628",5,0,5,0
"37254",37254,"result.16629",5,0,5,0
"37255",37255,"result.16630",5,0,5,0
"37256",37256,"result.16631",5,0,5,0
"37257",37257,"result.16632",4,0,4,1
"37258",37258,"result.16633",5,0,5,0
"37259",37259,"result.16634",5,0,5,0
"37260",37260,"result.16635",5,0,5,0
"37261",37261,"result.16636",2,0,2,3
"37262",37262,"result.16637",2,0,2,3
"37263",37263,"result.16638",4,0,4,1
"37264",37264,"result.16639",5,0,5,0
"37265",37265,"result.16640",2,0,2,3
"37266",37266,"result.16641",0,0,0,5
"37267",37267,"result.16642",1,0,1,4
"37268",37268,"result.16643",1,0,1,4
"37269",37269,"result.16644",2,0,2,3
"37270",37270,"result.16645",2,0,2,3
"37271",37271,"result.16646",2,0,2,3
"37272",37272,"result.16647",2,0,2,3
"37273",37273,"result.16648",3,0,3,2
"37274",37274,"result.16649",1,0,1,4
"37275",37275,"result.16650",1,0,1,4
"37276",37276,"result.16651",5,0,5,0
"37277",37277,"result.16652",5,0,5,0
"37278",37278,"result.16653",5,0,5,0
"37279",37279,"result.16654",5,0,5,0
"37280",37280,"result.16655",5,0,5,0
"37281",37281,"result.16656",4,0,4,1
"37282",37282,"result.16657",4,0,4,1
"37283",37283,"result.16658",4,0,4,1
"37284",37284,"result.16659",5,0,5,0
"37285",37285,"result.16660",5,0,5,0
"37286",37286,"result.16661",5,0,5,0
"37287",37287,"result.16662",2,0,2,3
"37288",37288,"result.16663",4,0,4,1
"37289",37289,"result.16664",3,0,3,2
"37290",37290,"result.16665",3,0,3,2
"37291",37291,"result.16666",2,0,2,3
"37292",37292,"result.16667",0,0,0,5
"37293",37293,"result.16668",2,0,2,3
"37294",37294,"result.16669",0,0,0,5
"37295",37295,"result.16670",2,0,2,3
"37296",37296,"result.16671",3,0,3,2
"37297",37297,"result.16672",2,0,2,3
"37298",37298,"result.16673",2,0,2,3
"37299",37299,"result.16674",2,0,2,3
"37300",37300,"result.16675",4,0,4,1
"37301",37301,"result.16676",5,0,5,0
"37302",37302,"result.16677",5,0,5,0
"37303",37303,"result.16678",5,0,5,0
"37304",37304,"result.16679",5,0,5,0
"37305",37305,"result.16680",5,0,5,0
"37306",37306,"result.16681",5,0,5,0
"37307",37307,"result.16682",4,0,4,1
"37308",37308,"result.16683",5,0,5,0
"37309",37309,"result.16684",5,0,5,0
"37310",37310,"result.16685",4,0,4,1
"37311",37311,"result.16686",3,0,3,2
"37312",37312,"result.16687",2,0,2,3
"37313",37313,"result.16688",2,0,2,3
"37314",37314,"result.16689",3,0,3,2
"37315",37315,"result.16690",4,0,4,1
"37316",37316,"result.16691",1,0,1,4
"37317",37317,"result.16692",3,0,3,2
"37318",37318,"result.16693",0,0,0,5
"37319",37319,"result.16694",1,0,1,4
"37320",37320,"result.16695",2,0,2,3
"37321",37321,"result.16696",2,0,2,3
"37322",37322,"result.16697",2,0,2,3
"37323",37323,"result.16698",0,0,0,5
"37324",37324,"result.16699",3,0,3,2
"37325",37325,"result.16700",1,0,1,4
"37326",37326,"result.16701",5,0,5,0
"37327",37327,"result.16702",5,0,5,0
"37328",37328,"result.16703",5,0,5,0
"37329",37329,"result.16704",5,0,5,0
"37330",37330,"result.16705",5,0,5,0
"37331",37331,"result.16706",5,0,5,0
"37332",37332,"result.16707",4,0,4,1
"37333",37333,"result.16708",5,0,5,0
"37334",37334,"result.16709",5,0,5,0
"37335",37335,"result.16710",5,0,5,0
"37336",37336,"result.16711",4,0,4,1
"37337",37337,"result.16712",5,0,5,0
"37338",37338,"result.16713",2,0,2,3
"37339",37339,"result.16714",4,0,4,1
"37340",37340,"result.16715",3,0,3,2
"37341",37341,"result.16716",2,0,2,3
"37342",37342,"result.16717",0,0,0,5
"37343",37343,"result.16718",0,0,0,5
"37344",37344,"result.16719",1,0,1,4
"37345",37345,"result.16720",5,0,5,0
"37346",37346,"result.16721",3,0,3,2
"37347",37347,"result.16722",3,0,3,2
"37348",37348,"result.16723",1,0,1,4
"37349",37349,"result.16724",2,0,2,3
"37350",37350,"result.16725",2,0,2,3
"37351",37351,"result.16726",5,0,5,0
"37352",37352,"result.16727",5,0,5,0
"37353",37353,"result.16728",5,0,5,0
"37354",37354,"result.16729",5,0,5,0
"37355",37355,"result.16730",5,0,5,0
"37356",37356,"result.16731",4,0,4,1
"37357",37357,"result.16732",4,0,4,1
"37358",37358,"result.16733",4,0,4,1
"37359",37359,"result.16734",4,0,4,1
"37360",37360,"result.16735",4,0,4,1
"37361",37361,"result.16736",3,0,3,2
"37362",37362,"result.16737",1,0,1,4
"37363",37363,"result.16738",1,0,1,4
"37364",37364,"result.16739",3,0,3,2
"37365",37365,"result.16740",2,0,2,3
"37366",37366,"result.16741",1,0,1,4
"37367",37367,"result.16742",1,0,1,4
"37368",37368,"result.16743",0,0,0,5
"37369",37369,"result.16744",0,0,0,5
"37370",37370,"result.16745",1,0,1,4
"37371",37371,"result.16746",1,0,1,4
"37372",37372,"result.16747",2,0,2,3
"37373",37373,"result.16748",1,0,1,4
"37374",37374,"result.16749",2,0,2,3
"37375",37375,"result.16750",0,0,0,5
"37376",37376,"result.16751",5,0,5,0
"37377",37377,"result.16752",5,0,5,0
"37378",37378,"result.16753",5,0,5,0
"37379",37379,"result.16754",5,0,5,0
"37380",37380,"result.16755",5,0,5,0
"37381",37381,"result.16756",5,0,5,0
"37382",37382,"result.16757",5,0,5,0
"37383",37383,"result.16758",5,0,5,0
"37384",37384,"result.16759",5,0,5,0
"37385",37385,"result.16760",5,0,5,0
"37386",37386,"result.16761",4,0,4,1
"37387",37387,"result.16762",4,0,4,1
"37388",37388,"result.16763",3,0,3,2
"37389",37389,"result.16764",3,0,3,2
"37390",37390,"result.16765",4,0,4,1
"37391",37391,"result.16766",3,0,3,2
"37392",37392,"result.16767",2,0,2,3
"37393",37393,"result.16768",2,0,2,3
"37394",37394,"result.16769",4,0,4,1
"37395",37395,"result.16770",1,0,1,4
"37396",37396,"result.16771",2,0,2,3
"37397",37397,"result.16772",1,0,1,4
"37398",37398,"result.16773",2,0,2,3
"37399",37399,"result.16774",1,0,1,4
"37400",37400,"result.16775",3,0,3,2
"37401",37401,"result.16776",5,0,5,0
"37402",37402,"result.16777",5,0,5,0
"37403",37403,"result.16778",5,0,5,0
"37404",37404,"result.16779",5,0,5,0
"37405",37405,"result.16780",5,0,5,0
"37406",37406,"result.16781",5,0,5,0
"37407",37407,"result.16782",5,0,5,0
"37408",37408,"result.16783",5,0,5,0
"37409",37409,"result.16784",5,0,5,0
"37410",37410,"result.16785",4,0,4,1
"37411",37411,"result.16786",5,0,5,0
"37412",37412,"result.16787",3,0,3,2
"37413",37413,"result.16788",3,0,3,2
"37414",37414,"result.16789",3,0,3,2
"37415",37415,"result.16790",4,0,4,1
"37416",37416,"result.16791",2,0,2,3
"37417",37417,"result.16792",3,0,3,2
"37418",37418,"result.16793",0,0,0,5
"37419",37419,"result.16794",4,0,4,1
"37420",37420,"result.16795",3,0,3,2
"37421",37421,"result.16796",0,0,0,5
"37422",37422,"result.16797",1,0,1,4
"37423",37423,"result.16798",2,0,2,3
"37424",37424,"result.16799",0,0,0,5
"37425",37425,"result.16800",2,0,2,3
"37426",37426,"result.16801",5,0,5,0
"37427",37427,"result.16802",5,0,5,0
"37428",37428,"result.16803",5,0,5,0
"37429",37429,"result.16804",5,0,5,0
"37430",37430,"result.16805",5,0,5,0
"37431",37431,"result.16806",5,0,5,0
"37432",37432,"result.16807",5,0,5,0
"37433",37433,"result.16808",4,0,4,1
"37434",37434,"result.16809",5,0,5,0
"37435",37435,"result.16810",5,0,5,0
"37436",37436,"result.16811",4,0,4,1
"37437",37437,"result.16812",5,0,5,0
"37438",37438,"result.16813",3,0,3,2
"37439",37439,"result.16814",3,0,3,2
"37440",37440,"result.16815",2,0,2,3
"37441",37441,"result.16816",3,0,3,2
"37442",37442,"result.16817",2,0,2,3
"37443",37443,"result.16818",3,0,3,2
"37444",37444,"result.16819",2,0,2,3
"37445",37445,"result.16820",2,0,2,3
"37446",37446,"result.16821",2,0,2,3
"37447",37447,"result.16822",3,0,3,2
"37448",37448,"result.16823",1,0,1,4
"37449",37449,"result.16824",1,0,1,4
"37450",37450,"result.16825",0,0,0,5
"37451",37451,"result.16826",5,0,5,0
"37452",37452,"result.16827",5,0,5,0
"37453",37453,"result.16828",5,0,5,0
"37454",37454,"result.16829",5,0,5,0
"37455",37455,"result.16830",5,0,5,0
"37456",37456,"result.16831",3,0,3,2
"37457",37457,"result.16832",5,0,5,0
"37458",37458,"result.16833",5,0,5,0
"37459",37459,"result.16834",5,0,5,0
"37460",37460,"result.16835",4,0,4,1
"37461",37461,"result.16836",4,0,4,1
"37462",37462,"result.16837",4,0,4,1
"37463",37463,"result.16838",3,0,3,2
"37464",37464,"result.16839",3,0,3,2
"37465",37465,"result.16840",4,0,4,1
"37466",37466,"result.16841",3,0,3,2
"37467",37467,"result.16842",3,0,3,2
"37468",37468,"result.16843",1,0,1,4
"37469",37469,"result.16844",4,0,4,1
"37470",37470,"result.16845",2,0,2,3
"37471",37471,"result.16846",1,0,1,4
"37472",37472,"result.16847",0,0,0,5
"37473",37473,"result.16848",2,0,2,3
"37474",37474,"result.16849",2,0,2,3
"37475",37475,"result.16850",0,0,0,5
"37476",37476,"result.16851",5,0,5,0
"37477",37477,"result.16852",5,0,5,0
"37478",37478,"result.16853",5,0,5,0
"37479",37479,"result.16854",5,0,5,0
"37480",37480,"result.16855",5,0,5,0
"37481",37481,"result.16856",5,0,5,0
"37482",37482,"result.16857",5,0,5,0
"37483",37483,"result.16858",4,0,4,1
"37484",37484,"result.16859",5,0,5,0
"37485",37485,"result.16860",5,0,5,0
"37486",37486,"result.16861",4,0,4,1
"37487",37487,"result.16862",4,0,4,1
"37488",37488,"result.16863",5,0,5,0
"37489",37489,"result.16864",4,0,4,1
"37490",37490,"result.16865",2,0,2,3
"37491",37491,"result.16866",4,0,4,1
"37492",37492,"result.16867",4,0,4,1
"37493",37493,"result.16868",0,0,0,5
"37494",37494,"result.16869",2,0,2,3
"37495",37495,"result.16870",4,0,4,1
"37496",37496,"result.16871",1,0,1,4
"37497",37497,"result.16872",2,0,2,3
"37498",37498,"result.16873",1,0,1,4
"37499",37499,"result.16874",2,0,2,3
"37500",37500,"result.16875",1,0,1,4
"37501",37501,"result.16876",5,0,5,0
"37502",37502,"result.16877",5,0,5,0
"37503",37503,"result.16878",5,0,5,0
"37504",37504,"result.16879",5,0,5,0
"37505",37505,"result.16880",5,0,5,0
"37506",37506,"result.16881",5,0,5,0
"37507",37507,"result.16882",5,0,5,0
"37508",37508,"result.16883",5,0,5,0
"37509",37509,"result.16884",5,0,5,0
"37510",37510,"result.16885",5,0,5,0
"37511",37511,"result.16886",5,0,5,0
"37512",37512,"result.16887",5,0,5,0
"37513",37513,"result.16888",4,0,4,1
"37514",37514,"result.16889",5,0,5,0
"37515",37515,"result.16890",5,0,5,0
"37516",37516,"result.16891",5,0,5,0
"37517",37517,"result.16892",2,0,2,3
"37518",37518,"result.16893",2,0,2,3
"37519",37519,"result.16894",1,0,1,4
"37520",37520,"result.16895",3,0,3,2
"37521",37521,"result.16896",2,0,2,3
"37522",37522,"result.16897",2,0,2,3
"37523",37523,"result.16898",0,0,0,5
"37524",37524,"result.16899",3,0,3,2
"37525",37525,"result.16900",4,0,4,1
"37526",37526,"result.16901",5,0,5,0
"37527",37527,"result.16902",5,0,5,0
"37528",37528,"result.16903",5,0,5,0
"37529",37529,"result.16904",5,0,5,0
"37530",37530,"result.16905",5,0,5,0
"37531",37531,"result.16906",5,0,5,0
"37532",37532,"result.16907",5,0,5,0
"37533",37533,"result.16908",5,0,5,0
"37534",37534,"result.16909",5,0,5,0
"37535",37535,"result.16910",5,0,5,0
"37536",37536,"result.16911",5,0,5,0
"37537",37537,"result.16912",4,0,4,1
"37538",37538,"result.16913",5,0,5,0
"37539",37539,"result.16914",4,0,4,1
"37540",37540,"result.16915",5,0,5,0
"37541",37541,"result.16916",5,0,5,0
"37542",37542,"result.16917",4,0,4,1
"37543",37543,"result.16918",2,0,2,3
"37544",37544,"result.16919",3,0,3,2
"37545",37545,"result.16920",1,0,1,4
"37546",37546,"result.16921",2,0,2,3
"37547",37547,"result.16922",3,0,3,2
"37548",37548,"result.16923",1,0,1,4
"37549",37549,"result.16924",3,0,3,2
"37550",37550,"result.16925",1,0,1,4
"37551",37551,"result.16926",5,0,5,0
"37552",37552,"result.16927",5,0,5,0
"37553",37553,"result.16928",5,0,5,0
"37554",37554,"result.16929",4,0,4,1
"37555",37555,"result.16930",5,0,5,0
"37556",37556,"result.16931",5,0,5,0
"37557",37557,"result.16932",5,0,5,0
"37558",37558,"result.16933",5,0,5,0
"37559",37559,"result.16934",5,0,5,0
"37560",37560,"result.16935",5,0,5,0
"37561",37561,"result.16936",4,0,4,1
"37562",37562,"result.16937",4,0,4,1
"37563",37563,"result.16938",4,0,4,1
"37564",37564,"result.16939",5,0,5,0
"37565",37565,"result.16940",5,0,5,0
"37566",37566,"result.16941",3,0,3,2
"37567",37567,"result.16942",3,0,3,2
"37568",37568,"result.16943",2,0,2,3
"37569",37569,"result.16944",3,0,3,2
"37570",37570,"result.16945",3,0,3,2
"37571",37571,"result.16946",2,0,2,3
"37572",37572,"result.16947",2,0,2,3
"37573",37573,"result.16948",3,0,3,2
"37574",37574,"result.16949",1,0,1,4
"37575",37575,"result.16950",0,0,0,5
"37576",37576,"result.16951",5,0,5,0
"37577",37577,"result.16952",5,0,5,0
"37578",37578,"result.16953",5,0,5,0
"37579",37579,"result.16954",5,0,5,0
"37580",37580,"result.16955",5,0,5,0
"37581",37581,"result.16956",5,0,5,0
"37582",37582,"result.16957",5,0,5,0
"37583",37583,"result.16958",5,0,5,0
"37584",37584,"result.16959",5,0,5,0
"37585",37585,"result.16960",5,0,5,0
"37586",37586,"result.16961",5,0,5,0
"37587",37587,"result.16962",5,0,5,0
"37588",37588,"result.16963",5,0,5,0
"37589",37589,"result.16964",4,0,4,1
"37590",37590,"result.16965",5,0,5,0
"37591",37591,"result.16966",5,0,5,0
"37592",37592,"result.16967",4,0,4,1
"37593",37593,"result.16968",4,0,4,1
"37594",37594,"result.16969",2,0,2,3
"37595",37595,"result.16970",3,0,3,2
"37596",37596,"result.16971",4,0,4,1
"37597",37597,"result.16972",2,0,2,3
"37598",37598,"result.16973",3,0,3,2
"37599",37599,"result.16974",3,0,3,2
"37600",37600,"result.16975",1,0,1,4
"37601",37601,"result.16976",5,0,5,0
"37602",37602,"result.16977",5,0,5,0
"37603",37603,"result.16978",5,0,5,0
"37604",37604,"result.16979",5,0,5,0
"37605",37605,"result.16980",5,0,5,0
"37606",37606,"result.16981",5,0,5,0
"37607",37607,"result.16982",5,0,5,0
"37608",37608,"result.16983",5,0,5,0
"37609",37609,"result.16984",5,0,5,0
"37610",37610,"result.16985",5,0,5,0
"37611",37611,"result.16986",5,0,5,0
"37612",37612,"result.16987",5,0,5,0
"37613",37613,"result.16988",5,0,5,0
"37614",37614,"result.16989",4,0,4,1
"37615",37615,"result.16990",5,0,5,0
"37616",37616,"result.16991",4,0,4,1
"37617",37617,"result.16992",2,0,2,3
"37618",37618,"result.16993",3,0,3,2
"37619",37619,"result.16994",3,0,3,2
"37620",37620,"result.16995",4,0,4,1
"37621",37621,"result.16996",2,0,2,3
"37622",37622,"result.16997",1,0,1,4
"37623",37623,"result.16998",3,0,3,2
"37624",37624,"result.16999",3,0,3,2
"37625",37625,"result.17000",1,0,1,4
"37626",37626,"result.17001",5,0,5,0
"37627",37627,"result.17002",4,0,4,1
"37628",37628,"result.17003",5,0,5,0
"37629",37629,"result.17004",5,0,5,0
"37630",37630,"result.17005",5,0,5,0
"37631",37631,"result.17006",5,0,5,0
"37632",37632,"result.17007",5,0,5,0
"37633",37633,"result.17008",5,0,5,0
"37634",37634,"result.17009",5,0,5,0
"37635",37635,"result.17010",5,0,5,0
"37636",37636,"result.17011",5,0,5,0
"37637",37637,"result.17012",5,0,5,0
"37638",37638,"result.17013",5,0,5,0
"37639",37639,"result.17014",4,0,4,1
"37640",37640,"result.17015",5,0,5,0
"37641",37641,"result.17016",4,0,4,1
"37642",37642,"result.17017",4,0,4,1
"37643",37643,"result.17018",5,0,5,0
"37644",37644,"result.17019",3,0,3,2
"37645",37645,"result.17020",5,0,5,0
"37646",37646,"result.17021",2,0,2,3
"37647",37647,"result.17022",4,0,4,1
"37648",37648,"result.17023",4,0,4,1
"37649",37649,"result.17024",2,0,2,3
"37650",37650,"result.17025",4,0,4,1
"37651",37651,"result.17026",5,0,5,0
"37652",37652,"result.17027",5,0,5,0
"37653",37653,"result.17028",5,0,5,0
"37654",37654,"result.17029",5,0,5,0
"37655",37655,"result.17030",5,0,5,0
"37656",37656,"result.17031",5,0,5,0
"37657",37657,"result.17032",5,0,5,0
"37658",37658,"result.17033",5,0,5,0
"37659",37659,"result.17034",5,0,5,0
"37660",37660,"result.17035",5,0,5,0
"37661",37661,"result.17036",5,0,5,0
"37662",37662,"result.17037",4,0,4,1
"37663",37663,"result.17038",5,0,5,0
"37664",37664,"result.17039",5,0,5,0
"37665",37665,"result.17040",4,0,4,1
"37666",37666,"result.17041",4,0,4,1
"37667",37667,"result.17042",5,0,5,0
"37668",37668,"result.17043",4,0,4,1
"37669",37669,"result.17044",4,0,4,1
"37670",37670,"result.17045",4,0,4,1
"37671",37671,"result.17046",3,0,3,2
"37672",37672,"result.17047",3,0,3,2
"37673",37673,"result.17048",4,0,4,1
"37674",37674,"result.17049",3,0,3,2
"37675",37675,"result.17050",1,0,1,4
"37676",37676,"result.17051",5,0,5,0
"37677",37677,"result.17052",5,0,5,0
"37678",37678,"result.17053",5,0,5,0
"37679",37679,"result.17054",5,0,5,0
"37680",37680,"result.17055",5,0,5,0
"37681",37681,"result.17056",5,0,5,0
"37682",37682,"result.17057",5,0,5,0
"37683",37683,"result.17058",5,0,5,0
"37684",37684,"result.17059",5,0,5,0
"37685",37685,"result.17060",5,0,5,0
"37686",37686,"result.17061",5,0,5,0
"37687",37687,"result.17062",4,0,4,1
"37688",37688,"result.17063",4,0,4,1
"37689",37689,"result.17064",5,0,5,0
"37690",37690,"result.17065",4,0,4,1
"37691",37691,"result.17066",5,0,5,0
"37692",37692,"result.17067",5,0,5,0
"37693",37693,"result.17068",5,0,5,0
"37694",37694,"result.17069",5,0,5,0
"37695",37695,"result.17070",1,0,1,4
"37696",37696,"result.17071",4,0,4,1
"37697",37697,"result.17072",4,0,4,1
"37698",37698,"result.17073",2,0,2,3
"37699",37699,"result.17074",3,0,3,2
"37700",37700,"result.17075",5,0,5,0
"37701",37701,"result.17076",5,0,5,0
"37702",37702,"result.17077",5,0,5,0
"37703",37703,"result.17078",5,0,5,0
"37704",37704,"result.17079",5,0,5,0
"37705",37705,"result.17080",5,0,5,0
"37706",37706,"result.17081",5,0,5,0
"37707",37707,"result.17082",5,0,5,0
"37708",37708,"result.17083",5,0,5,0
"37709",37709,"result.17084",4,0,4,1
"37710",37710,"result.17085",5,0,5,0
"37711",37711,"result.17086",5,0,5,0
"37712",37712,"result.17087",4,0,4,1
"37713",37713,"result.17088",5,0,5,0
"37714",37714,"result.17089",5,0,5,0
"37715",37715,"result.17090",4,0,4,1
"37716",37716,"result.17091",4,0,4,1
"37717",37717,"result.17092",4,0,4,1
"37718",37718,"result.17093",5,0,5,0
"37719",37719,"result.17094",4,0,4,1
"37720",37720,"result.17095",2,0,2,3
"37721",37721,"result.17096",3,0,3,2
"37722",37722,"result.17097",4,0,4,1
"37723",37723,"result.17098",4,0,4,1
"37724",37724,"result.17099",4,0,4,1
"37725",37725,"result.17100",4,0,4,1
"37726",37726,"result.17101",5,0,5,0
"37727",37727,"result.17102",5,0,5,0
"37728",37728,"result.17103",5,0,5,0
"37729",37729,"result.17104",5,0,5,0
"37730",37730,"result.17105",5,0,5,0
"37731",37731,"result.17106",5,0,5,0
"37732",37732,"result.17107",5,0,5,0
"37733",37733,"result.17108",5,0,5,0
"37734",37734,"result.17109",5,0,5,0
"37735",37735,"result.17110",5,0,5,0
"37736",37736,"result.17111",5,0,5,0
"37737",37737,"result.17112",4,0,4,1
"37738",37738,"result.17113",5,0,5,0
"37739",37739,"result.17114",3,0,3,2
"37740",37740,"result.17115",5,0,5,0
"37741",37741,"result.17116",4,0,4,1
"37742",37742,"result.17117",5,0,5,0
"37743",37743,"result.17118",5,0,5,0
"37744",37744,"result.17119",4,0,4,1
"37745",37745,"result.17120",4,0,4,1
"37746",37746,"result.17121",3,0,3,2
"37747",37747,"result.17122",4,0,4,1
"37748",37748,"result.17123",3,0,3,2
"37749",37749,"result.17124",3,0,3,2
"37750",37750,"result.17125",2,0,2,3
"37751",37751,"result.17126",5,0,5,0
"37752",37752,"result.17127",5,0,5,0
"37753",37753,"result.17128",5,0,5,0
"37754",37754,"result.17129",5,0,5,0
"37755",37755,"result.17130",5,0,5,0
"37756",37756,"result.17131",5,0,5,0
"37757",37757,"result.17132",5,0,5,0
"37758",37758,"result.17133",4,0,4,1
"37759",37759,"result.17134",5,0,5,0
"37760",37760,"result.17135",5,0,5,0
"37761",37761,"result.17136",5,0,5,0
"37762",37762,"result.17137",5,0,5,0
"37763",37763,"result.17138",5,0,5,0
"37764",37764,"result.17139",5,0,5,0
"37765",37765,"result.17140",5,0,5,0
"37766",37766,"result.17141",5,0,5,0
"37767",37767,"result.17142",5,0,5,0
